service-record,return-record,lastname,ranking,age,turnedpro,weight,height
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""750""},{""service-record"":""Double Faults""},{""service-record"":""303""},{""service-record"":""1st Serve""},{""service-record"":""64%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""70%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""49%""},{""service-record"":""Break Points Faced""},{""service-record"":""950""},{""service-record"":""Break Points Saved""},{""service-record"":""61%""},{""service-record"":""Service Games Played""},{""service-record"":""1,673""},{""service-record"":""Service Games Won""},{""service-record"":""78%""},{""service-record"":""Total Service Points Won""},{""service-record"":""63%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""28%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""49%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""879""},{""return-record"":""Break Points Converted""},{""return-record"":""38%""},{""return-record"":""Return Games Played""},{""return-record"":""1,656""},{""return-record"":""Return Games Won""},{""return-record"":""20%""},{""return-record"":""Return Points Won""},{""return-record"":""36%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Thompson,"Singles
                                Ranking


                            
                        
                        
49                        
                    
                        
                            
                                
                            
                            AUS","26                                        
                                            
                                                (1994.04.20)",2013,181,"6'0"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""1,780""},{""service-record"":""Double Faults""},{""service-record"":""844""},{""service-record"":""1st Serve""},{""service-record"":""56%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""73%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""51%""},{""service-record"":""Break Points Faced""},{""service-record"":""1,578""},{""service-record"":""Break Points Saved""},{""service-record"":""63%""},{""service-record"":""Service Games Played""},{""service-record"":""3,010""},{""service-record"":""Service Games Won""},{""service-record"":""81%""},{""service-record"":""Total Service Points Won""},{""service-record"":""64%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""27%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""48%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""1,478""},{""return-record"":""Break Points Converted""},{""return-record"":""39%""},{""return-record"":""Return Games Played""},{""return-record"":""2,998""},{""return-record"":""Return Games Won""},{""return-record"":""19%""},{""return-record"":""Return Points Won""},{""return-record"":""35%""},{""return-record"":""Total Points Won""},{""return-record"":""50%""}]",Pouille,"Singles
                                Ranking


                            
                        
                        
76                        
                    
                        
                            
                                
                            
                            FRA","26                                        
                                            
                                                (1994.02.23)",2012,185,"6'1"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""40""},{""service-record"":""Double Faults""},{""service-record"":""90""},{""service-record"":""1st Serve""},{""service-record"":""67%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""65%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""43%""},{""service-record"":""Break Points Faced""},{""service-record"":""202""},{""service-record"":""Break Points Saved""},{""service-record"":""61%""},{""service-record"":""Service Games Played""},{""service-record"":""264""},{""service-record"":""Service Games Won""},{""service-record"":""70%""},{""service-record"":""Total Service Points Won""},{""service-record"":""58%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""31%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""52%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""163""},{""return-record"":""Break Points Converted""},{""return-record"":""41%""},{""return-record"":""Return Games Played""},{""return-record"":""262""},{""return-record"":""Return Games Won""},{""return-record"":""26%""},{""return-record"":""Return Points Won""},{""return-record"":""39%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Martinez,"Singles
                                Ranking


                            
                        
                        
87                        
                    
                        
                            
                                
                            
                            ESP","23                                        
                                            
                                                (1997.04.26)",2016,168,"6'1"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""1,579""},{""service-record"":""Double Faults""},{""service-record"":""1,159""},{""service-record"":""1st Serve""},{""service-record"":""62%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""68%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""52%""},{""service-record"":""Break Points Faced""},{""service-record"":""3,322""},{""service-record"":""Break Points Saved""},{""service-record"":""61%""},{""service-record"":""Service Games Played""},{""service-record"":""5,482""},{""service-record"":""Service Games Won""},{""service-record"":""76%""},{""service-record"":""Total Service Points Won""},{""service-record"":""62%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""29%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""50%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""3,129""},{""return-record"":""Break Points Converted""},{""return-record"":""40%""},{""return-record"":""Return Games Played""},{""return-record"":""5,532""},{""return-record"":""Return Games Won""},{""return-record"":""23%""},{""return-record"":""Return Points Won""},{""return-record"":""37%""},{""return-record"":""Total Points Won""},{""return-record"":""50%""}]",Ramos-Vinolas,"Singles
                                Ranking


                            
                        
                        
46                        
                    
                        
                            
                                
                            
                            ESP","33                                        
                                            
                                                (1988.01.17)",2007,168,"6'2"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""478""},{""service-record"":""Double Faults""},{""service-record"":""127""},{""service-record"":""1st Serve""},{""service-record"":""63%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""73%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""46%""},{""service-record"":""Break Points Faced""},{""service-record"":""332""},{""service-record"":""Break Points Saved""},{""service-record"":""58%""},{""service-record"":""Service Games Played""},{""service-record"":""605""},{""service-record"":""Service Games Won""},{""service-record"":""77%""},{""service-record"":""Total Service Points Won""},{""service-record"":""63%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""26%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""46%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""268""},{""return-record"":""Break Points Converted""},{""return-record"":""40%""},{""return-record"":""Return Games Played""},{""return-record"":""609""},{""return-record"":""Return Games Won""},{""return-record"":""17%""},{""return-record"":""Return Points Won""},{""return-record"":""34%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Harris,"Singles
                                Ranking


                            
                        
                        
91                        
                    
                        
                            
                                
                            
                            RSA","23                                        
                                            
                                                (1997.02.24)",2015,176,"6'4"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""449""},{""service-record"":""Double Faults""},{""service-record"":""261""},{""service-record"":""1st Serve""},{""service-record"":""66%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""70%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""52%""},{""service-record"":""Break Points Faced""},{""service-record"":""639""},{""service-record"":""Break Points Saved""},{""service-record"":""63%""},{""service-record"":""Service Games Played""},{""service-record"":""1,238""},{""service-record"":""Service Games Won""},{""service-record"":""81%""},{""service-record"":""Total Service Points Won""},{""service-record"":""64%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""27%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""49%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""670""},{""return-record"":""Break Points Converted""},{""return-record"":""39%""},{""return-record"":""Return Games Played""},{""return-record"":""1,219""},{""return-record"":""Return Games Won""},{""return-record"":""22%""},{""return-record"":""Return Points Won""},{""return-record"":""36%""},{""return-record"":""Total Points Won""},{""return-record"":""50%""}]",Ruud,"Singles
                                Ranking


                            
                        
                        
28                        
                    
                        
                            
                                
                            
                            NOR","22                                        
                                            
                                                (1998.12.22)",2015,170,"6'0"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""404""},{""service-record"":""Double Faults""},{""service-record"":""290""},{""service-record"":""1st Serve""},{""service-record"":""61%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""70%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""49%""},{""service-record"":""Break Points Faced""},{""service-record"":""676""},{""service-record"":""Break Points Saved""},{""service-record"":""60%""},{""service-record"":""Service Games Played""},{""service-record"":""1,134""},{""service-record"":""Service Games Won""},{""service-record"":""76%""},{""service-record"":""Total Service Points Won""},{""service-record"":""62%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""30%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""50%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""667""},{""return-record"":""Break Points Converted""},{""return-record"":""40%""},{""return-record"":""Return Games Played""},{""return-record"":""1,136""},{""return-record"":""Return Games Won""},{""return-record"":""23%""},{""return-record"":""Return Points Won""},{""return-record"":""37%""},{""return-record"":""Total Points Won""},{""return-record"":""50%""}]",Garin,"Singles
                                Ranking


                            
                        
                        
22                        
                    
                        
                            
                                
                            
                            CHI","24                                        
                                            
                                                (1996.05.30)",2011,187,"6'1"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""512""},{""service-record"":""Double Faults""},{""service-record"":""172""},{""service-record"":""1st Serve""},{""service-record"":""63%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""73%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""51%""},{""service-record"":""Break Points Faced""},{""service-record"":""511""},{""service-record"":""Break Points Saved""},{""service-record"":""63%""},{""service-record"":""Service Games Played""},{""service-record"":""1,033""},{""service-record"":""Service Games Won""},{""service-record"":""82%""},{""service-record"":""Total Service Points Won""},{""service-record"":""65%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""27%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""46%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""466""},{""return-record"":""Break Points Converted""},{""return-record"":""35%""},{""return-record"":""Return Games Played""},{""return-record"":""1,032""},{""return-record"":""Return Games Won""},{""return-record"":""16%""},{""return-record"":""Return Points Won""},{""return-record"":""34%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Sonego,"Singles
                                Ranking


                            
                        
                        
35                        
                    
                        
                            
                                
                            
                            ITA","25                                        
                                            
                                                (1995.05.11)",2013,168,"6'3"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""2,340""},{""service-record"":""Double Faults""},{""service-record"":""1,518""},{""service-record"":""1st Serve""},{""service-record"":""58%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""71%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""51%""},{""service-record"":""Break Points Faced""},{""service-record"":""2,972""},{""service-record"":""Break Points Saved""},{""service-record"":""60%""},{""service-record"":""Service Games Played""},{""service-record"":""5,300""},{""service-record"":""Service Games Won""},{""service-record"":""77%""},{""service-record"":""Total Service Points Won""},{""service-record"":""63%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""31%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""53%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""3,569""},{""return-record"":""Break Points Converted""},{""return-record"":""41%""},{""return-record"":""Return Games Played""},{""return-record"":""5,352""},{""return-record"":""Return Games Won""},{""return-record"":""28%""},{""return-record"":""Return Points Won""},{""return-record"":""40%""},{""return-record"":""Total Points Won""},{""return-record"":""51%""}]",Goffin,"Singles
                                Ranking


                            
                        
                        
15                        
                    
                        
                            
                                
                            
                            BEL","30                                        
                                            
                                                (1990.12.07)",2009,154,"5'11"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""212""},{""service-record"":""Double Faults""},{""service-record"":""112""},{""service-record"":""1st Serve""},{""service-record"":""61%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""71%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""52%""},{""service-record"":""Break Points Faced""},{""service-record"":""371""},{""service-record"":""Break Points Saved""},{""service-record"":""64%""},{""service-record"":""Service Games Played""},{""service-record"":""652""},{""service-record"":""Service Games Won""},{""service-record"":""79%""},{""service-record"":""Total Service Points Won""},{""service-record"":""63%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""33%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""51%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""403""},{""return-record"":""Break Points Converted""},{""return-record"":""43%""},{""return-record"":""Return Games Played""},{""return-record"":""650""},{""return-record"":""Return Games Won""},{""return-record"":""27%""},{""return-record"":""Return Points Won""},{""return-record"":""40%""},{""return-record"":""Total Points Won""},{""return-record"":""51%""}]",Sinner,"Singles
                                Ranking


                            
                        
                        
32                        
                    
                        
                            
                                
                            
                            ITA","19                                        
                                            
                                                (2001.08.16)",2018,167,"6'2"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""5,310""},{""service-record"":""Double Faults""},{""service-record"":""3,794""},{""service-record"":""1st Serve""},{""service-record"":""67%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""71%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""51%""},{""service-record"":""Break Points Faced""},{""service-record"":""6,359""},{""service-record"":""Break Points Saved""},{""service-record"":""63%""},{""service-record"":""Service Games Played""},{""service-record"":""12,131""},{""service-record"":""Service Games Won""},{""service-record"":""80%""},{""service-record"":""Total Service Points Won""},{""service-record"":""64%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""30%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""51%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""7,214""},{""return-record"":""Break Points Converted""},{""return-record"":""40%""},{""return-record"":""Return Games Played""},{""return-record"":""12,155""},{""return-record"":""Return Games Won""},{""return-record"":""24%""},{""return-record"":""Return Points Won""},{""return-record"":""38%""},{""return-record"":""Total Points Won""},{""return-record"":""51%""}]",Verdasco,"Singles
                                Ranking


                            
                        
                        
67                        
                    
                        
                            
                                
                            
                            ESP","37                                        
                                            
                                                (1983.11.15)",2001,198,"6'2"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""1,087""},{""service-record"":""Double Faults""},{""service-record"":""520""},{""service-record"":""1st Serve""},{""service-record"":""66%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""68%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""52%""},{""service-record"":""Break Points Faced""},{""service-record"":""1,960""},{""service-record"":""Break Points Saved""},{""service-record"":""60%""},{""service-record"":""Service Games Played""},{""service-record"":""3,465""},{""service-record"":""Service Games Won""},{""service-record"":""77%""},{""service-record"":""Total Service Points Won""},{""service-record"":""63%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""28%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""48%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""1,800""},{""return-record"":""Break Points Converted""},{""return-record"":""40%""},{""return-record"":""Return Games Played""},{""return-record"":""3,477""},{""return-record"":""Return Games Won""},{""return-record"":""20%""},{""return-record"":""Return Points Won""},{""return-record"":""36%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Lajovic,"Singles
                                Ranking


                            
                        
                        
27                        
                    
                        
                            
                                
                            
                            SRB","30                                        
                                            
                                                (1990.06.30)",2007,183,"6'0"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""88""},{""service-record"":""Double Faults""},{""service-record"":""123""},{""service-record"":""1st Serve""},{""service-record"":""58%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""67%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""52%""},{""service-record"":""Break Points Faced""},{""service-record"":""237""},{""service-record"":""Break Points Saved""},{""service-record"":""66%""},{""service-record"":""Service Games Played""},{""service-record"":""351""},{""service-record"":""Service Games Won""},{""service-record"":""77%""},{""service-record"":""Total Service Points Won""},{""service-record"":""61%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""30%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""48%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""180""},{""return-record"":""Break Points Converted""},{""return-record"":""39%""},{""return-record"":""Return Games Played""},{""return-record"":""346""},{""return-record"":""Return Games Won""},{""return-record"":""21%""},{""return-record"":""Return Points Won""},{""return-record"":""37%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Balazs,"Singles
                                Ranking


                            
                        
                        
94                        
                    
                        
                            
                                
                            
                            HUN","32                                        
                                            
                                                (1988.09.27)",2006,172,"5'11"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""6,211""},{""service-record"":""Double Faults""},{""service-record"":""2,692""},{""service-record"":""1st Serve""},{""service-record"":""62%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""73%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""50%""},{""service-record"":""Break Points Faced""},{""service-record"":""4,746""},{""service-record"":""Break Points Saved""},{""service-record"":""62%""},{""service-record"":""Service Games Played""},{""service-record"":""9,466""},{""service-record"":""Service Games Won""},{""service-record"":""81%""},{""service-record"":""Total Service Points Won""},{""service-record"":""64%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""32%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""49%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""5,782""},{""return-record"":""Break Points Converted""},{""return-record"":""41%""},{""return-record"":""Return Games Played""},{""return-record"":""9,464""},{""return-record"":""Return Games Won""},{""return-record"":""25%""},{""return-record"":""Return Points Won""},{""return-record"":""39%""},{""return-record"":""Total Points Won""},{""return-record"":""51%""}]",Monfils,"Singles
                                Ranking


                            
                        
                        
11                        
                    
                        
                            
                                
                            
                            FRA","34                                        
                                            
                                                (1986.09.01)",2004,187,"6'4"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""2,371""},{""service-record"":""Double Faults""},{""service-record"":""1,126""},{""service-record"":""1st Serve""},{""service-record"":""60%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""72%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""52%""},{""service-record"":""Break Points Faced""},{""service-record"":""2,624""},{""service-record"":""Break Points Saved""},{""service-record"":""61%""},{""service-record"":""Service Games Played""},{""service-record"":""4,896""},{""service-record"":""Service Games Won""},{""service-record"":""79%""},{""service-record"":""Total Service Points Won""},{""service-record"":""64%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""29%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""48%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""2,598""},{""return-record"":""Break Points Converted""},{""return-record"":""40%""},{""return-record"":""Return Games Played""},{""return-record"":""4,935""},{""return-record"":""Return Games Won""},{""return-record"":""21%""},{""return-record"":""Return Points Won""},{""return-record"":""37%""},{""return-record"":""Total Points Won""},{""return-record"":""50%""}]",Cuevas,"Singles
                                Ranking


                            
                        
                        
72                        
                    
                        
                            
                                
                            
                            URU","35                                        
                                            
                                                (1986.01.01)",2004,173,"5'11"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""47""},{""service-record"":""Double Faults""},{""service-record"":""38""},{""service-record"":""1st Serve""},{""service-record"":""69%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""62%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""46%""},{""service-record"":""Break Points Faced""},{""service-record"":""198""},{""service-record"":""Break Points Saved""},{""service-record"":""59%""},{""service-record"":""Service Games Played""},{""service-record"":""236""},{""service-record"":""Service Games Won""},{""service-record"":""66%""},{""service-record"":""Total Service Points Won""},{""service-record"":""57%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""31%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""54%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""141""},{""return-record"":""Break Points Converted""},{""return-record"":""43%""},{""return-record"":""Return Games Played""},{""return-record"":""242""},{""return-record"":""Return Games Won""},{""return-record"":""25%""},{""return-record"":""Return Points Won""},{""return-record"":""39%""},{""return-record"":""Total Points Won""},{""return-record"":""48%""}]",Coria,"Singles
                                Ranking


                            
                        
                        
92                        
                    
                        
                            
                                
                            
                            ARG","28                                        
                                            
                                                (1992.03.09)",2010,161,"5'11"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""459""},{""service-record"":""Double Faults""},{""service-record"":""228""},{""service-record"":""1st Serve""},{""service-record"":""65%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""71%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""51%""},{""service-record"":""Break Points Faced""},{""service-record"":""667""},{""service-record"":""Break Points Saved""},{""service-record"":""61%""},{""service-record"":""Service Games Played""},{""service-record"":""1,236""},{""service-record"":""Service Games Won""},{""service-record"":""79%""},{""service-record"":""Total Service Points Won""},{""service-record"":""64%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""25%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""47%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""564""},{""return-record"":""Break Points Converted""},{""return-record"":""39%""},{""return-record"":""Return Games Played""},{""return-record"":""1,236""},{""return-record"":""Return Games Won""},{""return-record"":""18%""},{""return-record"":""Return Points Won""},{""return-record"":""34%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Monteiro,"Singles
                                Ranking


                            
                        
                        
74                        
                    
                        
                            
                                
                            
                            BRA","26                                        
                                            
                                                (1994.05.31)",2011,172,"6'0"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""139""},{""service-record"":""Double Faults""},{""service-record"":""102""},{""service-record"":""1st Serve""},{""service-record"":""62%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""69%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""51%""},{""service-record"":""Break Points Faced""},{""service-record"":""242""},{""service-record"":""Break Points Saved""},{""service-record"":""61%""},{""service-record"":""Service Games Played""},{""service-record"":""416""},{""service-record"":""Service Games Won""},{""service-record"":""77%""},{""service-record"":""Total Service Points Won""},{""service-record"":""62%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""28%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""50%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""244""},{""return-record"":""Break Points Converted""},{""return-record"":""35%""},{""return-record"":""Return Games Played""},{""return-record"":""423""},{""return-record"":""Return Games Won""},{""return-record"":""20%""},{""return-record"":""Return Points Won""},{""return-record"":""37%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Kwon,"Singles
                                Ranking


                            
                        
                        
97                        
                    
                        
                            
                                
                            
                            KOR","23                                        
                                            
                                                (1997.12.02)",2015,159,"5'11"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""435""},{""service-record"":""Double Faults""},{""service-record"":""488""},{""service-record"":""1st Serve""},{""service-record"":""64%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""65%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""50%""},{""service-record"":""Break Points Faced""},{""service-record"":""1,315""},{""service-record"":""Break Points Saved""},{""service-record"":""57%""},{""service-record"":""Service Games Played""},{""service-record"":""2,036""},{""service-record"":""Service Games Won""},{""service-record"":""72%""},{""service-record"":""Total Service Points Won""},{""service-record"":""60%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""29%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""51%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""1,246""},{""return-record"":""Break Points Converted""},{""return-record"":""37%""},{""return-record"":""Return Games Played""},{""return-record"":""2,035""},{""return-record"":""Return Games Won""},{""return-record"":""23%""},{""return-record"":""Return Points Won""},{""return-record"":""37%""},{""return-record"":""Total Points Won""},{""return-record"":""49%""}]",Albot,"Singles
                                Ranking


                            
                        
                        
85                        
                    
                        
                            
                                
                            
                            MDA","31                                        
                                            
                                                (1989.11.11)",2008,152,"5'9"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""5,882""},{""service-record"":""Double Faults""},{""service-record"":""2,486""},{""service-record"":""1st Serve""},{""service-record"":""65%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""74%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""55%""},{""service-record"":""Break Points Faced""},{""service-record"":""5,574""},{""service-record"":""Break Points Saved""},{""service-record"":""65%""},{""service-record"":""Service Games Played""},{""service-record"":""13,544""},{""service-record"":""Service Games Won""},{""service-record"":""86%""},{""service-record"":""Total Service Points Won""},{""service-record"":""67%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""34%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""55%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""9,509""},{""return-record"":""Break Points Converted""},{""return-record"":""44%""},{""return-record"":""Return Games Played""},{""return-record"":""13,169""},{""return-record"":""Return Games Won""},{""return-record"":""32%""},{""return-record"":""Return Points Won""},{""return-record"":""42%""},{""return-record"":""Total Points Won""},{""return-record"":""54%""}]",Djokovic,"Singles
                                Ranking


                            
                        
                        
1                        
                    
                        
                            
                                
                            
                            SRB","33                                        
                                            
                                                (1987.05.22)",2003,170,"6'2"""
"[{""service-record"":""Singles Service Record""},{""service-record"":""Aces""},{""service-record"":""335""},{""service-record"":""Double Faults""},{""service-record"":""368""},{""service-record"":""1st Serve""},{""service-record"":""62%""},{""service-record"":""1st Serve Points Won""},{""service-record"":""67%""},{""service-record"":""2nd Serve Points Won""},{""service-record"":""49%""},{""service-record"":""Break Points Faced""},{""service-record"":""892""},{""service-record"":""Break Points Saved""},{""service-record"":""59%""},{""service-record"":""Service Games Played""},{""service-record"":""1,372""},{""service-record"":""Service Games Won""},{""service-record"":""73%""},{""service-record"":""Total Service Points Won""},{""service-record"":""60%""}]","[{""return-record"":""Singles Return Record""},{""return-record"":""1st Serve Return Points Won""},{""return-record"":""30%""},{""return-record"":""2nd Serve Return Points Won""},{""return-record"":""51%""},{""return-record"":""Break Points Opportunities""},{""return-record"":""771""},{""return-record"":""Break Points Converted""},{""return-record"":""44%""},{""return-record"":""Return Games Played""},{""return-record"":""1,389""},{""return-record"":""Return Games Won""},{""return-record"":""24%""},{""return-record"":""Return Points Won""},{""return-record"":""38%""},{""return-record"":""Total Points Won""},{""return-record"":""50%""}]",Carballes Baena,"Singles
                                Ranking


                            
                        
                        
99                        
                    
                        
                            
                                
                            
                            ESP","27                                        
                                            
                                                (1993.03.23)",2011,170,"6'0"""
